Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
68,6,161,31,7,12,6,28,62,3,12,1.2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,4,261,-1,normal,Code_Red_I
68,8,157,46,7,13,7,2,67,4,13,1.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,2,262,-1,normal,Code_Red_I
89,6,165,15,7,14,7,1,96,4,14,1.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,0,6,239,-1,normal,Code_Red_I
87,8,148,73,7,12,7,3,108,4,12,1.5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0,8,249,-1,normal,Code_Red_I
80,7,207,26,7,14,7,40,95,6,14,1.4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,2,264,-1,normal,Code_Red_I
65,6,145,42,7,14,7,2,63,6,14,1.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,0,4,263,-1,normal,Code_Red_I
69,7,129,44,7,13,7,2,65,4,13,1.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,3,246,-1,normal,Code_Red_I
54,6,97,45,7,13,6,0,48,1,13,100,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,2,247,-1,normal,Code_Red_I
70,7,129,71,6,12,6,2,72,4,12,1.2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,0,9,252,-1,normal,Code_Red_I
94,5,221,11,7,14,7,6,120,0,14,1.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,0,14,250,-1,normal,Code_Red_I
74,7,156,56,7,12,7,5,86,11,12,1.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,0,3,250,-1,normal,Code_Red_I
76,7,183,20,8,14,8,2,141,1,14,1.3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,2,255,-1,normal,Code_Red_I
75,7,143,65,7,14,7,4,69,7,14,1.3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,4,253,-1,normal,Code_Red_I
62,3,236,42,6,12,6,0,164,0,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,299,-1,normal,Code_Red_I
157,9,681,146,6,13,7,13,573,5,13,2.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144,0,13,319,-1,normal,Code_Red_I
95,4,302,14,7,13,7,27,246,2,13,1.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,5,274,-1,normal,Code_Red_I
69,8,176,24,6,11,6,1,34,6,11,1.2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,0,8,255,-1,normal,Code_Red_I
66,6,159,18,6,11,6,0,43,1,11,1.2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,0,8,247,-1,normal,Code_Red_I
93,7,193,52,8,13,8,2,155,1,13,1.6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,7,257,-1,normal,Code_Red_I
99,8,330,188,7,13,7,3,104,2,13,1.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,0,16,300,-1,normal,Code_Red_I
90,6,197,16,8,15,8,33,113,1,15,1.6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,13,257,-1,normal,Code_Red_I
80,5,166,51,7,12,7,0,93,4,12,1.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,14,248,-1,normal,Code_Red_I
66,5,193,43,7,13,7,0,94,0,13,1.1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,11,267,-1,normal,Code_Red_I
69,7,151,117,7,14,7,2,53,0,14,1.2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0,13,276,-1,normal,Code_Red_I
97,4,298,9,7,13,7,12,150,0,13,1.6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,0,12,274,-1,normal,Code_Red_I
112,8,330,49,7,13,7,8,184,5,13,200,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,12,274,-1,normal,Code_Red_I
62,5,100,13,6,12,6,1,53,1,12,1.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,6,224,-1,normal,Code_Red_I
62,4,161,36,7,14,7,4,85,0,14,1.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,12,267,-1,normal,Code_Red_I
86,5,296,124,7,15,7,5,105,1,15,1.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,9,305,-1,normal,Code_Red_I
62,5,160,20,7,13,7,5,126,2,13,1.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,0,3,261,-1,normal,Code_Red_I
69,5,171,66,7,17,7,0,53,0,17,1.2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,5,277,-1,normal,Code_Red_I
57,4,129,26,7,13,7,2,38,0,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,6,250,-1,normal,Code_Red_I
91,9,221,72,8,14,8,3,161,10,14,1.6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,0,11,272,-1,normal,Code_Red_I
74,4,178,11,6,12,6,0,109,0,12,1.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,16,260,-1,normal,Code_Red_I
120,6,248,33,7,12,7,25,182,4,12,2.1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,0,6,252,-1,normal,Code_Red_I
120,7,219,66,7,13,7,5,147,10,13,2.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,0,7,260,-1,normal,Code_Red_I
133,9,264,76,7,14,7,25,262,8,14,2.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,125,0,8,261,-1,normal,Code_Red_I
89,5,217,8,8,13,7,8,200,0,13,1.5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,3,263,-1,normal,Code_Red_I
72,6,151,49,9,14,9,4,70,3,14,1.3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,0,10,268,-1,normal,Code_Red_I
66,5,131,12,8,14,7,0,77,1,14,1.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,11,249,-1,normal,Code_Red_I
62,5,106,30,6,12,6,7,57,0,12,1.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,5,235,-1,normal,Code_Red_I
73,7,140,25,6,13,7,2,128,12,13,1.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,1,236,-1,normal,Code_Red_I
89,6,175,25,6,13,6,3,104,1,13,1.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,0,5,238,-1,normal,Code_Red_I
85,6,207,80,6,14,6,8,114,1,14,1.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,7,265,-1,normal,Code_Red_I
100,6,208,66,6,11,6,6,235,2,11,1.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,0,3,256,-1,normal,Code_Red_I
79,4,203,13,7,13,7,1,81,0,13,1.3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0,14,262,-1,normal,Code_Red_I
92,5,198,14,6,11,6,0,74,1,11,1.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0,12,242,-1,normal,Code_Red_I
51,8,141,20,6,10,6,9,216,0,10,0.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,2,255,-1,normal,Code_Red_I
74,7,138,47,6,11,6,4,73,8,11,1.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,8,247,-1,normal,Code_Red_I
68,6,147,44,7,13,7,0,96,4,13,1.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,13,256,-1,normal,Code_Red_I
81,3,151,5,7,17,7,3,79,1,17,1.4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,5,243,-1,normal,Code_Red_I
72,6,105,32,7,18,6,4,79,0,18,1.3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,5,232,-1,normal,Code_Red_I
131,9,181,27,7,18,7,5,214,2,18,2.3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,0,9,229,-1,normal,Code_Red_I
155,7,316,21,6,16,6,8,272,7,16,2.7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,7,247,-1,normal,Code_Red_I
97,7,275,134,6,15,6,10,160,2,15,1.7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,0,5,262,-1,normal,Code_Red_I
55,6,179,16,6,12,6,0,124,4,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,9,268,-1,normal,Code_Red_I
64,9,104,75,6,12,6,0,66,1,12,1.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,0,5,249,-1,normal,Code_Red_I
80,6,195,12,7,12,7,12,129,7,12,1.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,0,5,256,-1,normal,Code_Red_I
92,5,262,52,6,16,6,2,116,0,16,1.6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,10,287,-1,normal,Code_Red_I
62,3,89,11,6,16,6,5,50,2,16,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,8,232,-1,normal,Code_Red_I
99,4,194,21,5,9,5,14,78,0,9,1.7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,16,248,-1,normal,Code_Red_I
125,7,407,48,6,12,6,22,368,1,12,2.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,0,14,275,-1,normal,Code_Red_I
43,6,86,15,6,10,5,3,32,2,10,0.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,12,230,-1,normal,Code_Red_I
29,6,126,46,5,7,5,0,91,0,7,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,5,294,-1,normal,Code_Red_I
35,6,96,34,5,8,5,1,38,7,8,0.6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,8,255,-1,normal,Code_Red_I
60,5,161,13,6,10,6,2,55,3,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,9,251,-1,normal,Code_Red_I
78,3,148,34,7,13,7,5,152,0,13,1.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,11,245,-1,normal,Code_Red_I
78,5,189,11,7,12,7,9,102,3,12,1.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,8,254,-1,normal,Code_Red_I
57,7,109,52,6,10,6,6,78,6,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,13,245,-1,normal,Code_Red_I
68,6,170,22,7,12,7,2,119,7,12,1.2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,11,255,-1,normal,Code_Red_I
40,6,72,20,7,12,6,2,28,1,12,0.7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,5,229,-1,normal,Code_Red_I
44,6,101,46,7,12,7,1,18,3,12,0.8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,6,257,-1,normal,Code_Red_I
58,5,193,7,6,11,6,2,54,0,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,7,266,-1,normal,Code_Red_I
54,4,138,36,7,12,7,6,63,1,12,0.9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,6,253,-1,normal,Code_Red_I
80,7,170,32,6,12,6,4,77,1,12,1.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,10,248,-1,normal,Code_Red_I
58,5,88,59,6,8,6,1,67,3,8,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,0,9,243,-1,normal,Code_Red_I
60,4,113,41,7,10,7,5,55,29,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,7,254,-1,normal,Code_Red_I
36,4,47,12,5,6,5,1,18,0,6,0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,213,-1,normal,Code_Red_I
27,3,72,8,5,7,5,0,20,3,7,0.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,6,241,-1,normal,Code_Red_I
72,6,105,47,6,10,6,10,97,6,10,1.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,8,239,-1,normal,Code_Red_I
96,5,217,17,7,12,7,2,168,2,12,1.6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0,16,255,-1,normal,Code_Red_I
52,7,116,56,7,14,7,2,86,2,14,0.9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,2,257,-1,normal,Code_Red_I
55,2,132,6,7,13,7,1,60,0,13,0.9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,3,260,-1,normal,Code_Red_I
41,7,99,47,7,10,7,1,51,1,10,0.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,3,260,-1,normal,Code_Red_I
57,5,157,15,7,12,7,6,110,0,12,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,6,265,-1,normal,Code_Red_I
86,5,219,10,7,13,7,3,127,2,13,1.5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,0,3,257,-1,normal,Code_Red_I
76,4,263,35,6,11,6,15,95,0,11,1.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70,0,6,278,-1,normal,Code_Red_I
37,5,52,8,7,11,7,0,24,3,11,0.7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,5,223,-1,normal,Code_Red_I
91,5,228,52,7,12,7,4,233,0,12,1.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,0,2,269,-1,normal,Code_Red_I
47,4,128,7,6,10,6,4,57,0,10,0.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,253,-1,normal,Code_Red_I
31,6,77,41,5,8,5,1,28,1,8,0.6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,2,249,-1,normal,Code_Red_I
2570,9,8262,60,5,15,5,40,693,0,15,42,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2378,2,190,272,-1,normal,Code_Red_I
2412,3,7102,13,5,15,5,29,168,0,15,40,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2246,2,164,264,-1,normal,Code_Red_I
70,5,200,47,8,12,8,4,223,0,12,1.2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,6,280,-1,normal,Code_Red_I
56,6,254,20,7,13,7,2,110,3,13,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,4,306,-1,normal,Code_Red_I
83,5,220,39,8,14,8,8,108,0,14,1.4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,0,2,273,-1,normal,Code_Red_I
86,5,204,24,7,12,7,2,138,1,12,1.5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,0,10,262,-1,normal,Code_Red_I
56,5,109,6,6,12,6,2,81,1,12,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,6,240,-1,normal,Code_Red_I
59,3,103,11,6,11,6,6,96,0,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,15,238,-1,normal,Code_Red_I
67,7,126,26,6,19,6,4,94,13,19,1.2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,23,236,-1,normal,Code_Red_I
53,4,138,25,6,12,6,0,64,0,12,0.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,6,255,-1,normal,Code_Red_I
56,5,119,41,6,11,6,3,53,1,11,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,11,239,-1,normal,Code_Red_I
56,8,146,95,6,10,6,0,86,3,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,2,278,-1,normal,Code_Red_I
74,5,228,14,7,11,7,0,187,4,11,1.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,0,3,267,-1,normal,Code_Red_I
57,4,235,9,6,9,7,0,117,1,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,10,293,-1,normal,Code_Red_I
87,3,301,74,7,12,7,1,139,0,12,1.5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,14,297,-1,normal,Code_Red_I
126,6,406,59,6,14,6,5,375,5,14,2.2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,0,25,277,-1,normal,Code_Red_I
93,7,260,14,7,12,7,4,159,1,12,1.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,0,12,261,-1,normal,Code_Red_I
83,5,331,25,6,14,6,40,188,5,14,1.4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,12,290,-1,normal,Code_Red_I
61,5,122,16,6,14,6,1,37,1,14,1.1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,8,236,-1,normal,Code_Red_I
66,5,161,61,7,12,7,2,75,5,12,1.1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,8,265,-1,normal,Code_Red_I
67,7,128,30,7,12,7,1,64,3,12,1.2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,9,240,-1,normal,Code_Red_I
95,7,185,13,7,15,7,3,200,0,15,1.7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,0,4,238,-1,normal,Code_Red_I
85,5,221,49,7,13,7,4,136,3,13,1.5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,0,5,272,-1,normal,Code_Red_I
105,4,250,13,8,14,8,1,214,1,14,1.8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,0,2,255,-1,normal,Code_Red_I
112,6,249,21,7,16,7,6,323,0,16,1.9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,12,248,-1,normal,Code_Red_I
54,5,105,30,7,13,7,5,45,3,13,0.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,10,250,-1,normal,Code_Red_I
40,6,104,14,7,12,7,2,41,0,12,0.7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,5,251,-1,normal,Code_Red_I
42,7,91,30,7,15,7,2,23,0,15,0.8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,6,243,-1,normal,Code_Red_I
81,4,222,36,7,14,8,31,57,0,14,1.4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,9,271,-1,normal,Code_Red_I
140,3,487,26,6,13,6,2,202,1,13,2.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,124,0,16,284,-1,normal,Code_Red_I
94,5,288,26,6,13,6,0,36,2,13,1.6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,13,266,-1,normal,Code_Red_I
65,6,124,72,6,12,6,0,61,8,12,1.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,7,262,-1,normal,Code_Red_I
113,4,412,9,8,14,8,6,451,1,14,1.9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0,9,299,-1,normal,Code_Red_I
54,6,127,18,7,12,6,7,52,2,12,100,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,1,249,-1,normal,Code_Red_I
41,4,50,9,7,21,7,2,25,0,21,0.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,225,-1,normal,Code_Red_I
66,6,115,15,6,14,6,6,131,2,14,1.2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0,3,232,-1,normal,Code_Red_I
65,6,97,19,8,15,7,15,99,2,15,1.1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,6,243,-1,normal,Code_Red_I
49,5,95,20,7,12,7,9,120,5,12,0.9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,4,248,-1,normal,Code_Red_I
50,7,89,38,6,13,6,4,50,5,13,0.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,0,4,241,-1,normal,Code_Red_I
73,6,197,12,7,13,7,0,51,1,13,1.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,6,260,-1,normal,Code_Red_I
59,5,87,11,7,13,6,1,59,1,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,5,228,-1,normal,Code_Red_I
85,6,141,13,6,20,6,4,81,2,20,1.5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,0,2,235,-1,normal,Code_Red_I
55,7,85,27,7,20,6,2,76,6,20,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,1,230,-1,normal,Code_Red_I
50,6,79,12,6,10,6,0,44,0,10,0.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,3,222,-1,normal,Code_Red_I
45,6,64,27,6,14,6,1,30,1,14,0.8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,7,228,-1,normal,Code_Red_I
70,6,133,9,6,13,6,19,135,0,13,1.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,3,240,-1,normal,Code_Red_I
72,4,96,11,7,13,7,6,79,1,13,1.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0,7,225,-1,normal,Code_Red_I
51,8,64,9,6,13,6,1,27,0,13,0.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,4,209,-1,normal,Code_Red_I
36,6,47,10,6,13,6,0,14,0,13,0.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,1,214,-1,normal,Code_Red_I
192,7,652,10,5,9,6,3,87,1,9,3.3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179,0,13,269,-1,normal,Code_Red_I
98,6,191,20,6,10,6,7,65,5,10,1.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0,8,234,-1,normal,Code_Red_I
45,5,67,12,6,11,6,1,54,3,11,0.8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,5,222,-1,normal,Code_Red_I
35,7,52,38,6,12,6,1,18,5,12,0.7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,4,226,-1,normal,Code_Red_I
94,5,213,24,6,12,6,5,305,1,12,1.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,0,9,248,-1,normal,Code_Red_I
38,4,60,15,6,13,6,1,25,1,13,0.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,2,223,-1,normal,Code_Red_I
58,6,154,47,6,15,6,4,50,0,15,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,10,259,-1,normal,Code_Red_I
59,7,133,14,5,12,6,2,35,0,12,1.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,6,233,-1,normal,Code_Red_I
74,4,156,14,6,14,6,3,59,1,14,1.3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,16,240,-1,normal,Code_Red_I
86,9,197,97,7,14,7,2,100,6,14,1.5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,0,10,266,-1,normal,Code_Red_I
